# energy,bc_sum,bcd_x_sum,bcd_y_sum
1.404200,-1.467703,-0.259661,0.716178
1.410300,-1.463585,-0.264364,0.694741
1.416400,-1.459399,-0.264362,0.661854
1.422500,-1.454276,-0.266459,0.634668
1.428600,-1.448652,-0.264957,0.609407
1.434700,-1.440126,-0.256696,0.578644
1.440800,-1.434511,-0.264676,0.542414
1.446900,-1.426795,-0.257183,0.519086
1.453000,-1.417889,-0.251920,0.482805
1.459100,-1.409536,-0.249797,0.458132
1.465200,-1.399738,-0.248353,0.417589
1.471300,-1.389942,-0.248285,0.389832
1.477400,-1.379222,-0.238747,0.350314
1.483500,-1.368093,-0.233223,0.310137
1.489600,-1.357276,-0.226748,0.277086
1.495700,-1.344406,-0.217823,0.226460
1.501800,-1.332524,-0.217051,0.183576
1.507900,-1.319283,-0.202468,0.146224
1.514000,-1.306916,-0.195763,0.092138
1.520100,-1.293358,-0.187138,0.036902
1.526200,-1.279557,-0.176668,-0.027358
1.532300,-1.265499,-0.164269,-0.105454
1.538400,-1.251009,-0.144624,-0.184127
1.544500,-1.212712,-0.127296,-0.226575
1.550600,-1.150237,-0.131178,-0.225921
1.556700,-1.089804,-0.128301,-0.224260
1.562800,-1.031100,-0.129598,-0.217768
1.568900,-0.974528,-0.130057,-0.216251
1.575000,-0.919723,-0.128554,-0.212623
